CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
1994,INSTITUTO DE ENSINO SUPERIOR DE DOURADOS,IESD,Privada,N,N,N,Instituto Superior ou Escola Superior,null,null,null,Extinta
22153,Faculdade de Ciências Jurídicas de Guanambi,,Privada,N,N,N,Faculdade,null,null,null,Extinta
998,FACULDADE DE SERVIÇO SOCIAL DE BAURU,FSSB,Privada,N,N,N,Faculdade,null,null,null,Extinta
960,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ALTA FLORESTA,FACTERFLOR,Privada,N,N,N,Faculdade,null,null,null,Extinta
754,Centro Superior Una de Catalão,UNACAT,Privada,N,N,N,Faculdade,null,null,null,Extinta
544,FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA,FACHI,Privada,N,N,N,Faculdade,null,null,null,Extinta
5096,ESCOLA AGROTÉCNICA FEDERAL DE ARAGUATINS,null,Pública,N,N,N,Faculdade,null,null,null,Extinta
3982,FACULDADE DE TECNOLOGIA FAMEG - FAMETEC,FAMETEC,Privada,N,N,N,Faculdade,null,null,null,Extinta
5243,FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT,FCJSD,Privada,N,N,N,Faculdade,null,null,null,Extinta
3150,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,null,Pública,N,N,N,Faculdade,null,null,null,Extinta
372,FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,FABCI,Privada,N,N,N,Faculdade,null,null,null,Extinta
7952,Faculdade de Tecnologia de Jacareí,null,Pública,N,N,N,Faculdade de Tecnologia,null,null,null,Extinta
18147,FACULDADE INTEGRADA DE PONTA GROSSA,INTEGRADA,Privada,N,N,N,Faculdade,null,null,null,Extinta
1297,FACULDADE DOURADOS,FAD,Privada,N,N,N,Faculdade,null,null,null,Extinta
11563,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
17707,Universidade Estadual do Norte do Paraná,UENP,Pública,N,N,N,Universidade,null,null,null,Extinta
3976,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ,ISAB,Privada,N,N,N,Faculdade,null,null,null,Extinta
16859,Qualin - Faculdade de Saúde,QLN,Privada,N,N,N,Faculdade,null,null,null,Em atividade
27103,UNIVERSIDADE DO DISTRITO FEDERAL,UnDF,Pública,N,N,N,Faculdade,null,null,null,Ativa
1731,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,,Privada,N,N,N,Faculdade,null,null,null,Extinta
21368,FACULDADE MAURÍCIO DE NASSAU SÃO BERNARDO DO CAMPO,FMN SBC,Privada,N,N,N,Faculdade,null,null,null,Extinta
1054,ESCOLA BAHIANA DE ADMINISTRAÇÃO,EBA,Privada,N,N,N,Faculdade,null,null,null,Extinta
3467,FACULDADE DE NUTRIÇÃO DA FUNDAÇÃO DE ENSINO SUPERIOR DE PASSOS,FANUTRI,Pública,N,N,N,Faculdade,null,null,null,Extinta
15958,Hospital de Clínicas de Porto Alegre,,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,null,Ativa
6473,Faculdade de Ciências e Tecnologia de Birigui,null,Pública,N,N,N,Faculdade,null,null,null,Extinta
14201,Instituto Superior de Ciências Agrárias,ISAP,Pública,N,N,N,Faculdade,null,null,null,Extinta
3213,ESCOLA DE ENGENHARIA DE PIRACICABA,null,Pública,N,N,N,Faculdade,null,null,null,Extinta
75,FACULDADE ESTADUAL DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARANAVAÍ,FAFIPA,Pública,N,N,N,Faculdade,null,null,null,Extinta
25627,Faculdade Univates Nova Mutum,,Privada,N,N,N,Faculdade,null,null,null,Ativa
18642,Faculdade Uninassau Ananindeua,NASSAU ANANINDEUA,Privada,N,N,N,Faculdade,null,null,null,Extinta
11644,FACULDADE PRESBITERIANA AUGUSTO GALVÃO,FAPAG,Privada,N,N,N,Faculdade,null,null,null,Extinta
771,FACULDADE MARIA AUGUSTA RIBEIRO DAHER,FMA,Privada,N,N,N,Faculdade,null,null,null,Extinta
27067,Hospital Militar da Área de Porto Alegre,HMAPA,Pública,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,null,Ativa
1464,Faculdade de Ciências e Tecnologia Paulistana,FACITEP,Privada,N,N,N,Faculdade,null,null,null,Extinta
22099,Faculdade Belas Artes de São Paulo,FEBASP,Privada,N,N,N,Faculdade,null,null,null,Extinta
4040,ESCOLA AGROTÉCNICA FEDERAL DE UBERLÂNDIA,EAFUDI,Pública,N,N,N,Faculdade,null,null,null,Extinta
1855,CENTRO UNIVERSITÁRIO CATÓLICO DO SUDOESTE DO PARANÁ,UNICS,Pública,N,N,N,Centro Universitário,null,null,null,Extinta
25880,Instituto de Ensino de Segurança do Pará,IESP,Pública,N,N,N,Faculdade,null,null,null,Ativa
21894,FACULDADE MAURÍCIO DE NASSAU DE SOROCABA,FMN SOROCABA,Privada,N,N,N,Faculdade,null,null,null,Extinta
3772,Faculdade IBGEN,IBGEN,Privada,N,N,N,Faculdade,null,null,null,Extinta
19331,FACULDADE UNINABUCO MACEIÓ,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
18726,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CURITIBA,FAC-CESUMAR,Privada,N,N,N,Faculdade,null,null,null,Extinta
3000,FACULDADE CENECISTA DE SINOP,FACENOP,Privada,N,N,N,Faculdade,null,null,null,Extinta
18383,FACULDADE POUSO ALEGRE,,Privada,N,N,N,Faculdade,null,null,null,Extinta
4950,FACULDADE AUM,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
4592,FACULDADE DE OURO PRETO DO OESTE,UNEOURO,Privada,N,N,N,Faculdade,null,null,null,Extinta
1206,FACULDADE ADVENTISTA DE FISIOTERAPIA,FAFIS,Privada,N,N,N,Faculdade,null,null,null,Extinta
22225,Faculdade de Ciências Jurídicas de Eunápolis,,Privada,N,N,N,Faculdade,null,null,null,Extinta
18647,FACULDADE DA AMAZÔNIA DE MARABÁ,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
1849,FACULDADE DE DIREITO DE MOGI MIRIM,FDMM,Privada,N,N,N,Faculdade,null,null,null,Extinta
19329,FACULDADE UNINABUCO JOÃO PESSOA,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
1329,FACULDADE DE ADMINISTRAÇÃO DE DIADEMA,FAD,Privada,N,N,N,Faculdade,null,null,null,Extinta
2001,SEMINÁRIO ADVENTISTA LATINO-AMERICANO DE TEOLOGIA,SALT,Privada,N,N,N,Faculdade,null,null,null,Extinta
3469,FACULDADE DE ADMINISTRAÇÃO DE PASSOS,FAP,Pública,N,N,N,Faculdade,null,null,null,Extinta
1722,FACULDADE DE PORTO VELHO,FIP,Privada,N,N,N,Faculdade,null,null,null,Extinta
1837,Escola de Estudos Superiores de Viçosa,ESUV,Privada,N,N,N,Faculdade,null,null,null,Extinta
8671,UNAMA FACULDADE DA AMAZÔNIA DE PORTO VELHO,,Privada,N,N,N,Faculdade,null,null,null,Em atividade
867,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PONTA PORÃ,FECLEPP,Privada,N,N,N,Faculdade,null,null,null,Extinta
11058,FACULDADE ITOP,ITOP,Privada,N,N,N,Faculdade,null,null,null,Extinta
3177,FACULDADE DE ADMINISTRAÇÃO DA FESPSP,FADFESPSP,Privada,N,N,N,Faculdade,null,null,null,Extinta
907,FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE INDAIATUBA,FECGI,Privada,N,N,N,Faculdade,null,null,null,Extinta
1212,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,FCCA,Privada,N,N,N,Faculdade,null,null,null,Extinta
2227,FACULDADE DE CIÊNCIAS BIOLÓGICAS JK,FACULDADE JK,Privada,N,N,N,Faculdade,null,null,null,Extinta
3994,FACULDADE DE TECNOLOGIA LATINO AMERICANO DE ANÁPOLIS,FLATEC,Privada,N,N,N,Faculdade de Tecnologia,null,null,null,Extinta
